tconst	averageRating	numVotes
tt27753093	2.6	7
tt27753799	9.6	8
tt2778866	7.0	429
tt27805361	9.4	5
tt27850466	8.2	41
tt27850479	6.8	1362
tt2785486	5.4	10
tt2785688	7.2	8
tt27862648	8.0	583
tt2788526	7.5	2172
tt2788732	6.7	63183
tt27912130	6.6	53
tt27912525	6.8	21
tt27912528	5.7	21
tt27925677	7.1	91
tt2793346	7.7	189
tt2798200	8.6	1840
tt2798800	3.9	8
tt27998687	7.4	7
tt2806870	8.2	50
tt28148034	4.7	21
tt28155931	6.5	139
tt28171842	7.5	16
tt2817246	7.0	4965
tt2819004	6.2	12
tt28235969	7.0	6
tt2825692	8.2	755
tt28264178	8.3	53
tt28319078	7.8	71
tt2837250	5.8	40
tt2847314	8.3	8
tt2849638	8.9	14
tt28516436	9.0	5
tt28554872	5.2	17
tt28554877	6.2	18
tt28603275	7.6	182
tt28612509	7.0	6
tt28634843	9.0	1141
tt28636110	7.3	68
tt28659326	5.5	124
tt28666901	7.9	19
tt28679713	7.4	22
tt2871178	7.4	10
tt28740776	6.2	5
tt28759515	8.0	18
tt28839809	8.0	10
tt28940528	7.7	45
tt2904114	10.0	23
tt29081098	6.8	719
tt29141675	7.6	22
tt2923540	7.6	10
tt2925866	8.1	747
tt29292520	7.7	9
tt2931468	5.2	11
tt2931868	8.2	25
tt2939834	7.8	10
tt29409315	6.4	20
tt29419751	6.5	26
tt29432113	8.1	70
tt2948356	8.0	583345
tt29496839	4.9	30
tt29536836	7.4	21
tt2955402	8.0	7347
tt29578947	6.6	6
tt29580455	6.8	7
tt29632314	6.4	24
tt29633551	6.8	9
tt29712818	8.0	84
tt29719689	7.1	10
tt29748572	9.0	15
tt29748766	9.4	15
tt2980554	6.1	4779
tt2986040	7.8	89
tt29896992	7.7	11
tt2991406	7.1	62
tt29958734	5.4	5
tt2996736	6.7	18
tt2999390	4.2	2039
tt30017586	9.1	622
tt30023315	8.9	14
tt3002570	6.0	14
tt3003964	7.8	23
tt30060596	7.7	12
tt30133283	6.0	28
tt3021686	7.9	11881
tt30217130	6.1	21
tt30308452	6.6	61
tt3032476	9.0	739751
tt3040470	7.1	193
tt3040910	5.2	8
tt3040964	7.3	300014
tt30429654	8.3	6
tt3043274	8.7	9
tt3058354	8.0	11
tt3075216	7.9	85
tt30767160	8.5	68
tt3077282	8.3	1501
tt30810792	7.3	534
tt30842313	5.5	13
tt30852788	7.6	49
tt3091708	6.7	82
tt31014227	5.2	6
tt31033641	9.3	22
tt3103402	5.9	10
tt3105216	7.9	153
tt3105376	7.1	21
tt3107288	7.5	377809
tt31076428	7.8	2920
tt3109616	5.9	25
tt3109618	6.6	16
tt3109622	8.1	53
tt31106165	6.9	28
tt31123386	9.2	43
tt31123390	9.5	36
tt31149690	6.2	10
tt3118030	7.5	340
tt31272419	8.3	24
tt31274928	8.4	8
tt3127636	3.6	1379
tt3127844	8.2	43
tt3129166	7.0	24
tt31309227	8.6	497
tt3132654	8.1	87
tt3133148	5.9	15
tt3136438	9.0	10
tt31450335	7.6	13
tt31465785	7.7	180
tt3148834	6.2	7706
tt31500392	7.8	252
tt31514468	7.9	14
tt3155328	6.2	10439
tt31557220	8.6	21
tt31567455	7.2	16
tt3159818	5.9	860
tt3161448	5.3	969
tt3164210	7.5	38
tt31656529	7.4	43
tt3179414	7.7	17
tt31807494	8.7	7
tt31840729	7.4	175
tt31852634	7.1	172
tt3186534	7.1	13
tt31923182	8.0	11
tt31989964	6.3	13
tt3205638	7.5	369
tt3205802	8.1	174054
tt32066310	8.3	12
tt32083730	7.2	202
tt32084401	8.6	67
tt32103709	8.1	69
tt32111280	7.6	192
tt32125056	9.1	32
tt3218098	7.1	10
tt3218694	7.0	21
tt32205823	7.5	23
tt32254860	9.2	50
tt3226428	5.2	10
tt3227038	6.5	118
tt3227098	7.9	172
tt3230780	7.0	12331
tt3231286	7.1	1498
tt3239216	8.7	33
tt32409227	8.0	50
tt32425659	8.6	675
tt3244082	8.9	2431
tt32446476	8.0	27
tt3246908	6.5	670
tt32564240	7.8	26
tt3257162	6.4	66
tt32592635	8.2	15
tt32599917	7.7	489
tt32600501	1.8	47
tt3262386	6.0	8
tt3270208	5.3	247
tt3273434	5.3	913
tt3274666	3.9	312
tt3277452	5.4	7
tt3278622	9.1	85
tt3279538	7.8	34
tt3284494	8.1	10
tt32856984	7.1	7
tt32889834	8.5	203
tt3299750	6.0	8
tt3300542	5.9	176136
tt33042842	8.6	49
tt33066380	7.2	10
tt33078510	6.6	262
tt3309528	7.9	300
tt33097968	8.1	12
tt33098558	5.5	11
tt33184658	7.5	483
tt3319032	6.1	321
tt3322904	6.3	1744
tt3323254	5.5	3369
tt33269147	8.0	7
tt3331756	8.5	112
tt33327450	7.8	5
tt33354835	7.1	10
tt33381688	7.8	25
tt3338940	6.5	58
tt3339966	7.5	81602
tt3348270	7.6	503
tt33485097	8.5	388
tt33517450	8.2	6
tt3361908	6.4	54
tt3366632	7.7	7
tt3367408	8.5	60
tt3369566	8.0	9
tt3377088	7.2	7
tt3380220	7.8	100
tt3383614	3.5	8
tt3398228	8.8	212262
tt33987663	7.5	66
tt3410380	8.7	10
tt34276125	8.2	127
tt34305461	6.9	10
tt3441810	4.7	1255
tt3444186	8.5	7
tt34541701	6.6	10
tt34544341	7.5	190
tt3460862	7.8	8
tt34609336	6.0	88
tt3462880	4.1	249
tt3467380	7.2	4692
tt3468298	4.4	159
tt34703111	6.6	119
tt34762612	7.0	6
tt3478094	6.0	8
tt34788501	9.3	8
tt3479016	5.7	19
tt34851875	9.2	340
tt3488298	7.7	10298
tt3492636	5.2	79
tt3496820	3.1	12
tt34977848	6.9	21
tt3501074	7.8	28493
tt3502010	4.0	27
tt3505298	5.8	92
tt3508984	4.4	92
tt35113030	8.9	21
tt3520702	7.8	61663
tt3521854	6.5	1953
tt35224109	8.2	154
tt35231126	9.2	5
tt35231481	6.6	9
tt3526078	8.5	162543
tt3526408	5.5	1930
tt3530346	6.4	12
tt3534078	3.5	24
tt3541142	6.9	341
tt3546284	3.4	6
tt35483092	6.9	117
tt3548960	8.4	5
tt3551796	7.3	6382
tt35518994	9.0	413
tt3562366	7.3	168
tt3565816	8.2	1337
tt3566726	7.8	62895
tt3570066	7.7	93
tt35840302	6.1	125
tt35878091	7.8	157
tt3589180	8.6	9
tt3590338	8.6	1257
tt3591950	5.6	55
tt35933611	6.6	39
tt3596274	6.8	62
tt35996457	8.3	51
tt3604232	5.9	1515
tt36042625	7.2	5
tt36068243	8.2	33
tt36071395	7.9	23
tt3609352	8.2	59848
tt36096976	6.3	12
tt36096978	6.1	9
tt3613328	7.2	10
tt3613330	7.6	6
tt3615240	8.6	69
tt3619838	7.9	12
tt3625996	8.7	12
tt36325205	6.9	9
tt3636040	5.9	92
tt36360941	3.9	8147
tt36473251	7.3	6
tt3649936	8.1	21
tt36590729	7.5	1505
tt3667602	7.2	20
tt3669146	7.1	9
tt36825556	8.3	229
tt3687236	5.8	58
tt3687564	7.6	58
tt3691740	6.3	96843
tt3692064	4.2	381
tt36958955	9.5	6
tt3699148	4.3	8
tt3700456	5.1	928
tt3707100	6.2	11
tt3709054	6.5	11
tt3709068	6.6	13
tt3709342	6.9	24
tt3721256	5.7	708
tt3723780	4.3	757
tt3725800	7.8	30
tt3729898	7.6	8557
tt3746526	4.2	20
tt3749900	7.8	247613
tt3767952	8.0	51
tt3768572	7.0	13834
tt3774694	6.1	71420
tt3777430	7.2	8
tt3778038	7.3	15
tt3780070	8.2	8
tt3784056	5.7	17
tt3798268	7.0	21
tt3798792	7.5	9
tt3801720	4.1	36
tt3807022	7.1	2696
tt3807034	6.5	2763
tt3810760	6.6	16911
tt3817140	7.1	1132
tt3826280	6.2	7
tt3832218	8.0	204
tt3839566	6.7	26
tt3839814	8.3	149
tt3850214	7.2	90732
tt3854898	6.6	85
tt3864062	5.9	12
tt3897080	3.1	303
tt3909224	7.7	42453
tt3918010	7.0	26
tt3920890	6.1	933
tt3950906	7.5	56
tt3962300	4.2	7
tt3976342	7.6	10
tt3982768	4.9	85
tt3986390	6.2	642
tt3986586	6.7	30486
tt4007248	5.9	7090
tt4007604	8.3	14
tt4018326	5.5	18
tt4019894	6.2	9
tt4027504	6.4	2111
tt4034452	6.5	9638
tt4046920	8.6	74
tt4046922	9.3	162
tt4047846	7.1	1307
tt4051832	8.0	23534
tt4058210	6.3	1770
tt4061080	7.6	47546
tt4077554	9.2	54507
tt4094300	7.9	23636
tt4102458	7.9	282
tt4103686	6.4	1562
tt4104146	7.5	13
tt4108354	8.8	25
tt4111020	5.9	9
tt4112806	6.8	23
tt4128296	8.1	979
tt4128750	3.5	14
tt4129870	5.7	12218
tt4135176	7.1	199
tt4136328	7.2	199
tt4138574	8.3	6
tt4144332	6.0	2139
tt4155738	7.2	59
tt4166390	7.1	629
tt4177728	7.6	830
tt4189294	6.4	1711
tt4190832	7.2	180
tt4191580	4.8	38279
tt4199786	8.0	11
tt4209846	8.5	14
tt4218356	6.6	292
tt4224442	6.8	35
tt4227364	7.7	16
tt4240774	8.6	124
tt4240786	8.8	109
tt4242116	9.3	11
tt4242732	4.5	82
tt4244668	7.4	1051
tt4245676	7.1	50
tt4253604	7.7	7
tt4254242	7.6	58657
tt4255246	8.1	83
tt4257950	4.3	762
tt4259148	8.2	9
tt4261936	8.6	40
tt4269746	5.6	2950
tt4269860	6.4	8
tt4295140	8.5	17534
tt4302938	7.7	143266
tt4303752	7.6	69
tt4307902	7.7	3409
tt4337322	6.3	23
tt4337644	6.8	42
tt4338012	8.3	9
tt4338364	8.1	404
tt4341582	7.4	19445
tt4364638	9.1	97
tt4368634	5.1	28
tt4374106	6.7	61
tt4379536	6.1	1458
tt4382826	7.3	1827
tt4384086	8.0	18304
tt4384860	7.8	916
tt4390228	6.0	70
tt4391396	8.5	18
tt4403302	8.9	19
tt4413268	8.6	21
tt4419156	9.1	179
tt4422836	7.6	73848
tt4428122	6.7	65058
tt4431254	5.7	1016
tt4450682	7.8	15
tt4452688	6.3	1668
tt4458404	6.8	186
tt4465472	6.7	9501
tt4475038	7.8	137
tt4504162	8.2	53
tt4504280	9.8	20
tt4538548	8.6	5
tt4543514	7.3	428
tt4546410	8.5	39
tt4559540	7.8	28
tt4562058	7.6	24
tt4574334	8.6	1456662
tt4574692	9.2	12
tt4580372	8.6	10559
tt4586442	8.3	6
tt4591680	5.5	4684
tt4592410	8.2	24194
tt4597838	6.9	20
tt4607314	7.4	235
tt4613814	8.0	6
tt4623604	7.0	2077
tt4629938	7.3	58
tt4635276	8.2	77735
tt4635282	7.8	122715
tt4650766	8.2	9
tt4653492	6.6	835
tt4657658	7.8	192
tt4669186	6.0	10143
tt4673468	7.3	342
tt4677934	8.1	8386
tt4686862	5.6	3213
tt4707112	7.6	5
tt4719204	5.0	8
tt4722990	6.8	7
tt4724484	7.1	1048
tt4744912	9.0	6
tt4760106	7.6	7
tt4763642	5.9	222
tt4769836	5.7	54317
tt4777250	7.0	93
tt4778664	6.4	9
tt4779590	9.4	6
tt4780302	6.6	41
tt4786824	8.6	271285
tt4816058	8.2	9923
tt4818008	7.4	12
tt4819628	6.8	64
tt4833250	4.0	12
tt4847022	7.9	2480
tt4901120	6.1	1132
tt4911372	8.2	5
tt4922804	7.3	29378
tt4926014	8.3	1247
tt4933524	7.6	17
tt4937942	7.6	12895
tt4938374	5.0	4283
tt4949518	7.3	29
tt4955694	6.7	25
tt4959996	7.6	86
tt4969748	8.6	2286
tt4971144	7.5	6394
tt4973548	7.2	12882
tt4978440	9.1	9
tt4983172	8.9	10
tt4991512	6.5	6500
tt4991910	7.8	1001
tt4996022	4.8	321
tt5000604	6.9	23
tt5030402	5.9	2263
tt5046892	7.3	7
tt5065798	8.9	8
tt5075942	5.3	254
tt5085672	8.4	423
tt5090654	6.9	12
tt5097050	7.7	11118
tt5134380	8.2	6
tt5144046	6.7	48
tt5155780	6.2	38776
tt5156974	8.0	8
tt5158912	8.3	2618
tt5162742	8.2	11
tt5169826	7.1	12
tt5171166	6.4	45
tt5185942	4.5	50
tt5190418	3.1	54
tt5193172	5.8	991
tt5199216	8.4	166
tt5212766	6.3	7
tt5221584	7.4	21390
tt5235950	5.5	406
tt5240722	7.5	31
tt5241050	7.0	71
tt5243078	7.8	16
tt5253060	8.9	15
tt5260026	4.9	236
tt5262982	7.8	25
tt5263026	8.2	25
tt5272052	5.1	1059
tt5272694	8.0	12
tt5273682	6.9	13
tt5276312	6.4	17
tt5289548	8.1	20
tt5289612	7.5	15
tt5289660	7.5	17
tt5289826	6.8	15
tt5289842	7.3	13
tt5289872	7.3	13
tt5293972	7.4	207
tt5295724	7.0	13
tt5298914	6.0	14
tt5308252	7.1	18
tt5308254	7.2	16
tt5308256	7.0	18
tt5308258	7.3	16
tt5317732	8.0	5
tt5339440	8.1	19261
tt5343710	7.5	8
tt5351244	8.1	92
tt5372078	6.5	10
tt5379004	8.0	7
tt5431844	7.2	92
tt5435008	7.5	47989
tt5437132	6.4	87
tt5447080	7.6	14
tt5449296	4.4	572
tt5449652	5.8	22
tt5458888	2.4	167
tt5462936	5.7	418
tt5464422	7.9	10
tt5467814	5.9	8037
tt5468448	5.7	23
tt5475296	7.8	6
tt5483944	8.1	44
tt5487214	8.5	6
tt5490720	4.1	21
tt5505722	4.4	822
tt5508854	9.2	959
tt5533778	6.1	12
tt5554764	9.6	5
tt5554932	7.4	23
tt5562056	6.9	15847
tt5568872	7.0	6
tt5569984	7.2	11
tt5576646	7.0	23
tt5580516	7.8	80
tt5580540	7.8	80485
tt5580664	8.0	10412
tt5581790	6.1	44
tt5593606	6.7	449
tt5595688	7.2	5480
tt5601378	8.2	28
tt5602176	7.1	44
tt5603002	8.8	15
tt5618160	4.3	297
tt5625510	9.4	6045
tt5625540	8.2	10
tt5637588	8.5	6
tt5646866	8.1	2061
tt5648016	8.0	41
tt5651844	8.0	69236
tt5663482	7.3	35
tt5666478	8.0	17
tt5667196	6.8	19
tt5672036	6.4	2202
tt5690552	9.5	12442
tt5692800	4.3	22
tt5696852	7.9	2343
tt5706996	7.0	20385
tt5720876	9.0	23
tt5748604	7.9	8
tt5751434	9.0	105
tt5751564	7.1	18
tt5759196	6.2	722
tt5762174	3.5	301
tt5775986	7.6	23
tt5788316	8.0	9
tt5789240	7.5	74
tt5798198	7.4	295
tt5799508	7.8	14
tt5805632	9.0	43
tt5832980	7.9	139
tt5836444	7.2	50
tt5846856	8.5	1126
tt5853208	8.7	7
tt5853378	9.8	79
tt5870336	7.4	181
tt5871166	7.1	10
tt5883700	7.1	358
tt5884960	8.4	28
tt5893332	5.2	19719
tt5896454	7.2	16
tt5896674	7.8	222
tt5916218	6.7	1136
tt5917468	7.6	85
tt5924844	7.7	19
tt5934232	6.0	22
tt5934428	7.5	11
tt5945924	6.7	17
tt5960284	8.2	57
tt5964040	7.6	110
tt5969228	6.0	93
tt5973164	7.5	5246
tt5978822	5.9	696
tt5993744	7.2	180
tt6004806	7.4	200
tt6025022	8.7	23465
tt6037866	6.1	210
tt6038584	7.2	5623
tt6043838	7.5	3218
tt6054602	7.4	29
tt6060400	9.8	5
tt6065546	5.5	8
tt6071636	8.8	25
tt6081722	7.9	749
tt6083196	8.8	37
tt6084030	7.0	99
tt6101862	5.7	1123
tt6102480	5.2	22
tt6133634	7.9	15
tt6136488	3.9	13
tt6138688	5.1	1673
tt6151864	6.8	9
tt6158788	9.7	65
tt6173418	6.5	47
tt6181728	7.6	952
tt6184866	7.0	23
tt6185350	7.0	66
tt6217884	8.6	5
tt6245938	7.0	65
tt6255268	3.0	14
tt6260634	7.1	11
tt6283780	5.2	439
tt6285562	6.8	64
tt6290176	8.3	110
tt6300104	6.8	16
tt6302160	6.7	9199
tt6304622	5.7	34
tt6311826	6.8	17
tt6315232	8.8	6469
tt6315758	8.4	10
tt6324536	7.0	15
tt6332604	7.2	14
tt6333098	8.3	6091
tt6333104	6.6	2449
tt6333380	6.3	90
tt6345808	6.7	13
tt6348208	4.5	28
tt6349098	8.6	17
tt6349384	6.7	14
tt6353064	9.3	15
tt6353130	7.8	21
tt6356304	7.0	15
tt6359016	7.6	7
tt6359472	7.4	14
tt6367556	6.4	14
tt6370844	6.6	15
tt6371964	6.2	17
tt6375288	8.0	5
tt6394324	4.8	18563
tt6409908	4.2	18
tt6410198	7.1	557
tt6416520	7.4	104
tt6418788	8.5	41
tt6440032	6.7	10
tt6444404	7.8	19
tt6470908	7.1	94
tt6474096	8.6	11
tt6478724	8.0	66
tt6481376	6.8	19
tt6495756	7.0	3584
tt6500946	6.1	81
tt6518828	6.6	5
tt6543124	8.0	125
tt6553676	3.3	8
tt6568694	6.6	618
tt6591468	7.7	569
tt6616074	3.2	10795
tt6642536	9.4	16
tt6687650	5.8	30
tt6687652	7.8	179
tt6697374	7.2	7
tt6704844	9.0	23
tt6723710	9.7	42986
tt6732686	8.0	60
tt6734338	1.7	27
tt6736782	7.6	11080
tt6738136	6.4	59765
tt6766396	7.3	30
tt6776494	8.9	14
tt6776794	6.7	35
tt6780296	8.2	92
tt6821838	7.5	17
tt6837060	9.0	7
tt6837236	8.1	18
tt6846318	5.8	55
tt6850902	5.4	181
tt6863510	8.1	98
tt6874878	6.3	28
tt6875114	2.4	11
tt6875414	7.5	14
tt6897124	7.6	12
tt6908386	6.2	16
tt6909846	6.9	3188
tt6914792	8.6	8
tt6917764	6.6	18
tt6925620	7.9	9
tt6949164	5.0	20
tt6950338	6.5	638
tt6951546	7.7	4267
tt6953914	7.2	17
tt6959614	5.9	12
tt6963396	7.3	656
tt6963504	8.6	3164
tt6964236	7.5	81
tt6964450	6.3	18
tt6966158	6.9	1117
tt6985788	7.0	163
tt7010666	8.3	25
tt7014356	2.9	959
tt7017416	7.5	213
tt7017442	8.5	9
tt7020050	6.6	22
tt7037458	7.8	57
tt7039152	8.1	397
tt7040098	7.5	670
tt7077352	8.1	664
tt7082870	7.1	13
tt7098446	6.4	34
tt7117100	7.6	7
tt7127738	6.0	5
tt7136064	2.9	15
tt7164896	8.4	2782
tt7173762	6.5	130
tt7182912	8.4	134
tt7183730	7.2	5
tt7186580	8.5	676
tt7206038	6.9	41
tt7229668	7.5	8
tt7250068	8.6	27
tt7251610	7.6	21
tt7266472	9.2	54
tt7269700	4.4	63
tt7271622	8.5	523
tt7300916	4.4	27
tt7311448	2.5	37
tt7326134	7.1	1150
tt7336364	8.0	25
tt7337052	7.9	18
tt7358808	8.1	34
tt7390250	9.5	8
tt7405942	6.8	6
tt7408270	8.2	27
tt7418002	5.0	10
tt7418302	8.7	451
tt7451496	6.2	12
tt7452328	8.6	8
tt7461016	5.5	18
tt7473892	7.7	44
tt7482468	9.8	10
tt7508614	8.1	2508
tt7512510	5.4	25
tt7526316	6.4	40
tt7541772	8.5	2206
tt7557776	8.7	34
tt7579602	9.1	1519
tt7592274	6.5	327
tt7607810	7.5	62
tt7610784	8.3	31
tt7637314	7.2	22
tt7649882	8.8	68
tt7651528	8.1	22
tt7668298	6.2	35
tt7688206	8.6	9925
tt7740616	5.6	251
tt7746896	5.9	12
tt7760704	9.0	15
tt7763896	8.5	13
tt7768420	7.6	11
tt7776812	9.4	9
tt7782022	7.3	1880
tt7782156	7.2	15
tt7826030	8.1	4081
tt7871428	7.8	16
tt7900800	7.0	6
tt7912492	6.7	9
tt7916512	8.1	808
tt7926760	8.4	133
tt7964330	7.5	19
tt8006692	8.9	97
tt8027720	7.0	74
tt8027732	4.7	83
tt8032756	8.4	38
tt8036402	7.3	73
tt8038508	5.8	6
tt8067532	8.1	22
tt8068900	7.5	1068
tt8077148	7.6	9
tt8093998	8.1	11
tt8096056	8.0	7
tt8118950	7.8	1335
tt8136198	7.2	27
tt8161034	8.5	266
tt8207174	3.4	72
tt8213106	8.1	18
tt8233516	6.7	67
tt8236260	6.1	37
tt8245518	7.7	15
tt8252940	6.2	7
tt8266542	8.0	1116
tt8290344	5.9	14
tt8315048	7.4	57
tt8325314	8.1	264
tt8391400	7.1	275
tt8396138	6.3	10
tt8408352	9.8	9
tt8423928	8.3	342
tt8425010	6.5	35
tt8442654	6.8	84
tt8442656	7.4	68
tt8447844	5.5	217
tt8458056	7.5	5479
tt8483900	7.1	146
tt8531038	7.4	5
tt8535222	9.4	12
tt8565044	7.7	44
tt8601408	6.6	42
tt8620056	9.5	7
tt8622640	6.1	23
tt8630066	7.5	10
tt8651340	7.4	722
tt8652876	2.3	17
tt8666312	7.7	12
tt8675288	5.0	2055
tt8697022	8.1	682
tt8701030	6.9	9
tt8702340	3.9	7
tt8703894	5.4	13
tt8705282	2.0	33
tt8705694	6.8	384
tt8722462	7.7	331
tt8722552	8.2	452
tt8733188	9.2	25205
tt8769282	7.0	17
tt8802088	5.2	159
tt8804444	6.7	14
tt8810000	8.3	1308
tt8815444	8.1	939
tt8840336	5.5	58
tt8850548	7.7	42
tt8870166	7.8	6
tt8883524	6.0	9693
tt8892960	8.0	82
tt8894664	8.1	24
tt8902758	6.2	9
tt8907428	5.0	17
tt8962108	7.3	189
tt8962166	7.3	358
tt8969752	7.4	42
tt8970684	7.7	195
tt8977396	7.6	44
tt8996622	9.3	16
tt8998682	7.8	165
tt9001594	2.6	42
tt9010836	8.3	21
tt9012292	7.4	5
tt9046084	9.0	269
tt9047628	7.7	155
tt9049178	7.2	8
tt9055574	7.1	164
tt9072196	8.3	1691
tt9072312	7.9	823
tt9077176	7.8	11
tt9092540	6.3	6
tt9105362	7.0	7
tt9111596	7.3	849
tt9162096	6.2	5
tt9170956	9.3	19
tt9202900	6.9	18
tt9278388	8.7	27
tt9308686	8.2	245
tt9320106	9.0	27
tt9348730	8.9	357
tt9376274	7.1	34
tt9393872	9.1	16
tt9446888	7.4	14
tt9451132	6.4	24
tt9474610	8.3	227
tt9475736	7.6	92
tt9496314	6.0	15
tt9556218	6.8	9
tt9556710	7.1	15
tt9567778	6.5	2404
tt9578250	6.3	7
tt9643218	7.0	8
tt9674994	6.9	8
tt9681986	7.0	29
tt9690258	7.5	19
tt9723056	6.9	22
tt9723132	7.5	56
tt9765516	7.5	107
tt9765866	6.3	20
tt9772668	6.7	13
tt9773132	8.2	93
tt9776916	7.8	8
tt9794296	6.5	9
tt9799870	2.1	46
tt9800242	7.8	323
tt9821268	6.6	29
tt9826510	7.0	10
tt9834200	7.1	19
tt9843514	7.7	43
tt9849770	7.4	15
tt9859810	6.6	9
tt9865182	6.8	123
tt9865554	4.3	142
tt9870172	6.8	8
tt9883888	7.9	1196
tt9903716	6.7	507
